"freq","word6","word5","word4","word3","word2","word1"
1e+06,"get","can","you","if","work","nice"
1e+06,"sends","late","being","late","arrive","not"
1e+06,"day","the","in","hours","enough","not"
1e+06,"way","other","any","it","have","not"
1e+06,"of","make","to","what","know","not"
1e+06,"matter","who","those","and","matter","not"
1e+06,"wrong","anything","is","there","that","not"
1e+06,"to","going","is","that","think","not"
1e+06,"when","it","love","just","you","not"
1e+06,"loves","mexico","muchlove","please","me","notice"
1e+06,"be","to","going","is","boyfriend","now"
1e+06,"it","of","think","i","that","now"
1e+06,"like","boyz","the","do","donuts","of"
1e+06,"of","form","highest","and","egalitarian","of"
1e+06,"day","latter","of","christ","jesus","of"
1e+06,"new","of","dentistry","and","medicine","of"
1e+06,"do","to","things","favorite","my","of"
1e+06,"take","never","you","shots","the","of"
1e+06,"plz","youtube","on","videos","your","of"
1e+06,"at","look","becky","god","my","oh"
1e+06,"god","my","oh","god","my","oh"
1e+06,"miami","is","it","hope","i","omg"
1e+06,"resident","old","year","a","march","on"
1e+06,"moment","the","of","spur","the","on"
1e+06,"not","do","so","time","the","on"
1e+06,"will","i","song","love","more","one"
1e+06,"youtube","on","videos","your","of","one"
1e+06,"the","in","share","per","cents","or"
1e+06,"he","saying","boy","this","surprise","our"
1e+06,"do","can","light","only","darkness","out"
1e+06,"word","secret","the","say","to","people"
1e+06,"boston","to","go","not","do","please"
1e+06,"so","mean","would","me","follow","please"
1e+06,"misses","and","loves","mexico","muchlove","please"
1e+06,"do","donuts","of","kind","what","please"
1e+06,"top","on","cherry","a","with","please"
1e+06,"report","this","to","contributed","dispatch","post"
1e+06,"mood","good","a","in","me","put"
1e+06,"mood","good","a","in","me","puts"
1e+06,"tv","qatar","on","aired","which","qaradhawi"
1e+06,"lt","amp","class","yellow","scroll","repeat"
1e+06,"not","is","therefore","excellence","do","repeatedly"
1e+06,"to","going","am","i","now","right"
1e+06,"at","join","tonight","antonio","san","rt"
1e+06,"and","punked","get","can","he","saying"
1e+06,"you","love","i","beast","is","saying"
1e+06,"span","lt","amp","class","yellow","scroll"
1e+06,"sunday","selection","sunday","selection","sunday","selection"
1e+06,"together","brought","things","small","of","series"
1e+06,"u","love","i","talented","and","sexy"
1e+06,"on","videos","your","of","one","single"
1e+06,"race","the","wins","steady","and","slow"
1e+06,"talented","and","sexy","and","amazing","so"
1e+06,"being","late","arrive","not","do","so"
1e+06,"to","forward","looking","am","i","so"
1e+06,"your","of","all","for","much","so"
1e+06,"background","style","span","gt","amp","span"
1e+06,"amp","word","spellcheck","gt","amp","span"
1e+06,"lt","amp","gt","amp","word","spellcheck"
1e+06,"amp","goog","gt","amp","word","spellcheck"
1e+06,"form","highest","and","egalitarian","of","spirit"
1e+06,"rosemary","watermelon","is","lemonade","free","sugar"
1e+06,"can","he","saying","boy","this","surprise"
1e+06,"your","of","one","single","every","suscribed"
1e+06,"word","the","spreading","for","you","thank"
1e+06,"out","shout","ff","the","for","thanks"
1e+06,"you","see","follow","the","for","thanks"
1e+06,"to","forward","looking","am","i","thanks"
1e+06,"with","do","to","nothing","has","that"
1e+06,"to","able","be","would","i","that"
1e+06,"not","do","i","that","is","that"
1e+06,"to","like","we","what","is","that"
1e+06,"of","lot","a","are","there","that"
1e+06,"thing","such","no","is","there","that"
1e+06,"to","going","not","were","we","that"
1e+06,"drink","first","your","and","bartender","the"
1e+06,"of","university","the","program","basic","the"
1e+06,"year","school","the","of","beginning","the"
1e+06,"club","body","hollywood","at","body","the"
1e+06,"mixer","stand","a","of","bowl","the"
1e+06,"rankings","program","graduate","science","computer","the"
1e+06,"death","and","life","between","difference","the"
1e+06,"not","do","i","that","fact","the"
1e+06,"and","grace","of","full","father","the"
1e+06,"the","say","to","people","first","the"
1e+06,"to","forward","look","i","follow","the"
1e+06,"giving","on","keeps","that","gift","the"
1e+06,"trying","is","failure","to","key","the"
1e+06,"is","that","all","of","love","the"
1e+06,"the","of","meal","important","most","the"
1e+06,"time","first","the","for","playoffs","the"
1e+06,"this","to","contributed","dispatch","post","the"
1e+06,"and","sky","the","in","stars","the"
1e+06,"and","health","of","department","state","the"
1e+06,"arrive","not","do","so","time","the"
1e+06,"chain","food","the","of","top","the"
1e+06,"dentistry","and","medicine","of","university","the"
1e+06,"afghanistan","and","iraq","in","wars","the"
1e+06,"of","lot","a","not","are","there"
1e+06,"it","about","question","no","is","there"
1e+06,"do","can","i","nothing","is","there"
1e+06,"but","act","an","not","is","therefore"
1e+06,"get","can","he","saying","boy","this"
1e+06,"mind","not","do","matter","who","those"
1e+06,"matter","not","do","mind","who","those"
1e+06,"know","you","let","would","i","thought"
1e+06,"late","arrive","not","do","so","time"
1e+06,"the","on","agreed","have","you","tip"
1e+06,"am","i","what","beast","be","to"
1e+06,"chance","a","with","in","be","to"
1e+06,"comment","a","leave","is","do","to"
1e+06,"of","rest","the","with","do","to"
1e+06,"please","to","trying","is","failure","to"
1e+06,"can","i","so","me","follow","to"
1e+06,"store","grocery","the","to","go","to"
1e+06,"of","kind","what","please","her","to"
1e+06,"on","going","was","what","know","to"
1e+06,"me","followed","you","if","me","to"
1e+06,"table","the","on","food","put","to"
1e+06,"not","do","i","that","say","to"
1e+06,"day","of","light","the","see","to"
1e+06,"plate","the","to","up","step","to"
1e+06,"this","conservancy","nature","the","support","to"
1e+06,"first","your","and","bartender","the","to"
1e+06,"it","hope","i","omg","today","to"
1e+06,"concert","a","for","dc","washington","to"
1e+06,"convicted","if","prison","in","years","to"
1e+06,"people","first","the","among","be","today"
1e+06,"to","get","i","hope","i","today"
1e+06,"is","it","hope","i","omg","today"
1e+06,"to","time","long","a","me","took"
1e+06,"mercantile","york","new","the","on","trading"
1e+06,"hollywood","at","body","the","max","trainer"
1e+06,"a","make","not","do","wrongs","two"
1e+06,"success","best","skwirl","secret","some","u"
1e+06,"of","dentistry","and","medicine","of","university"
1e+06,"of","side","wrong","the","on","up"
1e+06,"and","sexy","and","amazing","so","ur"
1e+06,"anything","is","there","if","know","us"
1e+06,"time","of","lot","a","spent","ve"
1e+06,"is","it","day","the","of","verse"
1e+06,"me","follow","plz","youtube","on","videos"
1e+06,"to","going","is","boyfriend","now","wait"
1e+06,"of","middle","the","in","up","waking"
1e+06,"conservancy","nature","the","support","to","want"
1e+06,"lifetime","a","in","once","a","was"
1e+06,"of","block","the","in","reported","was"
1e+06,"and","concert","a","for","dc","washington"
1e+06,"is","therefore","excellence","do","repeatedly","we"
1e+06,"time","of","lot","a","spent","we"
1e+06,"you","invite","to","like","would","we"
1e+06,"to","you","for","love","would","we"
1e+06,"for","have","you","do","advice","what"
1e+06,"to","up","guys","you","are","what"
1e+06,"to","forward","looking","you","are","what"
1e+06,"to","heading","you","are","beach","what"
1e+06,"do","to","have","this","does","what"
1e+06,"the","do","donuts","of","kind","what"
1e+06,"george","been","have","might","you","what"
1e+06,"the","in","up","wake","you","when"
1e+06,"or","can","you","think","you","whether"
1e+06,"and","matter","not","do","mind","who"
1e+06,"me","tell","you","not","did","why"
1e+06,"the","cross","chicken","the","did","why"
1e+06,"too","you","following","now","guide","wine"
1e+06,"face","my","on","smile","a","with"
1e+06,"card","vip","express","california","the","with"
1e+06,"span","lt","amp","gt","amp","word"
1e+06,"lt","amp","goog","gt","amp","word"
1e+06,"place","better","a","be","would","world"
1e+06,"to","happy","than","more","be","would"
1e+06,"to","able","be","to","like","would"
1e+06,"you","from","hear","to","like","would"
1e+06,"am","i","where","be","not","would"
1e+06,"other","any","it","have","not","would"
1e+06,"do","to","what","know","not","would"
1e+06,"like","you","holding","be","still","would"
1e+06,"right","a","make","not","do","wrongs"
1e+06,"style","span","lt","amp","class","yellow"
1e+06,"about","anything","know","not","do","you"
1e+06,"of","performance","your","for","excited","you"
1e+06,"on","shame","twice","me","fool","you"
1e+06,"the","in","be","to","happen","you"
1e+06,"time","the","on","agreed","have","you"
1e+06,"to","able","be","to","have","you"
1e+06,"i","omg","today","to","heading","you"
1e+06,"to","going","is","it","know","you"
1e+06,"boy","this","surprise","our","like","you"
1e+06,"to","going","are","you","say","you"
1e+06,"you","follow","to","me","want","you"
1e+06,"me","tell","to","have","will","you"
1e+06,"a","become","to","like","would","you"
1e+06,"too","it","eat","and","cake","your"
1e+06,"tonight","on","boyfriend","of","performance","your"
1e+06,"follow","plz","youtube","on","videos","your"
1e+06,"is","there","and","hit","base","a"
1e+06,"of","tour","scenes","the","behind","a"
1e+06,"with","along","play","to","blog","a"
1e+06,"is","name","middle","is","child","a"
1e+06,"to","someone","found","has","crisis","a"
1e+06,"in","furniture","finding","for","device","a"
1e+06,"to","going","am","i","feeling","a"
1e+06,"bricks","the","with","foundation","firm","a"
1e+06,"basis","served","first","come","first","a"
1e+06,"success","to","approach","market","free","a"
1e+06,"the","end","to","way","great","a"
1e+06,"up","use","to","way","great","a"
1e+06,"of","block","the","on","home","a"
1e+06,"miles","thousand","a","of","journey","a"
1e+06,"the","of","all","of","list","a"
1e+06,"do","to","things","of","list","a"
1e+06,"time","a","at","bit","little","a"
1e+06,"high","and","you","on","little","a"
1e+06,"lot","a","lot","a","lot","a"
1e+06,"to","up","live","to","lot","a"
1e+06,"can","anyone","but","beginning","new","a"
1e+06,"a","and","mi","of","pace","a"
1e+06,"era","a","with","of","record","a"
1e+06,"am","read","one","best","sentence","a"
1e+06,"come","to","things","of","sign","a"
1e+06,"raffle","the","from","prize","tier","a"
1e+06,"you","say","you","within","voice","a"
1e+06,"hope","i","say","and","wish","a"
1e+06,"at","author","and","book","the","about"
1e+06,"and","girls","sexy","to","related","account"
1e+06,"to","key","foundational","the","is","action"
1e+06,"taste","to","pepper","and","salt","add"
1e+06,"that","fact","the","that","to","add"
1e+06,"still","would","i","exist","did","after"
1e+06,"year","the","of","first","the","after"
1e+06,"aspen","classes","to","go","you","after"
1e+06,"darkness","the","of","rulers","the","against"
1e+06,"buy","even","not","do","i","age"
1e+06,"gallery","stamps","waltzingmouse","the","in","album"
1e+06,"you","than","youer","is","who","alive"
1e+06,"world","the","with","right","is","all"
1e+06,"well","ends","that","well","is","all"
1e+06,"voice","that","and","paint","means","all"
1e+06,"dream","biggest","my","is","that","all"
1e+06,"life","your","of","days","the","all"
1e+06,"get","can","i","help","the","all"
1e+06,"by","followers","bot","spam","the","all"
1e+06,"there","out","mothers","wonderful","the","all"
1e+06,"of","full","are","fairytales","those","all"
1e+06,"the","of","boundaries","the","throughout","all"
1e+06,"end","the","in","it","worth","all"
1e+06,"drink","and","eat","can","you","all"
1e+06,"if","challenge","sketch","the","with","along"
1e+06,"your","that","mind","in","bear","always"
1e+06,"afraid","are","you","what","do","always"
1e+06,"side","other","the","on","greener","always"
1e+06,"is","what","do","to","right","always"
1e+06,"to","compared","ask","to","tempted","always"
1e+06,"encouraged","and","welcome","are","you","always"
1e+06,"compared","ask","to","tempted","always","am"
1e+06,"to","able","be","to","hoping","am"
1e+06,"with","working","to","forward","looking","am"
1e+06,"of","owner","proud","the","now","am"
1e+06,"it","know","i","and","sexy","am"
1e+06,"of","proud","so","am","i","amazing"
1e+06,"of","number","the","in","increase","an"
1e+06,"nike","with","of","time","a","and"
1e+06,"do","to","have","you","all","and"
1e+06,"check","fan","nba","fans","blazer","and"
1e+06,"project","your","upload","to","encouraged","and"
1e+06,"was","and","for","diary","exercise","and"
1e+06,"iloveyou","me","tweet","me","follow","and"
1e+06,"time","same","the","at","hate","and"
1e+06,"best","my","doing","am","i","and"
1e+06,"but","help","not","could","i","and"
1e+06,"a","give","not","do","i","and"
1e+06,"to","need","the","feel","i","and"
1e+06,"u","if","back","follow","i","and"
1e+06,"to","opportunity","the","had","i","and"
1e+06,"you","love","always","will","i","and"
1e+06,"the","all","you","wish","i","and"
1e+06,"enough","not","is","that","if","and"
1e+06,"to","like","would","you","if","and"
1e+06,"fun","much","so","was","it","and"
1e+06,"i","that","know","her","let","and"
1e+06,"more","for","participants","to","limited","and"
1e+06,"ever","be","odds","the","may","and"
1e+06,"you","if","day","birthday","my","and"
1e+06,"can","counts","that","everything","not","and"
1e+06,"music","favorite","your","to","relax","and"
1e+06,"come","you","hope","i","say","and"
1e+06,"to","going","are","we","say","and"
1e+06,"field","the","from","percent","shooting","and"
1e+06,"continue","will","career","his","that","and"
1e+06,"silenced","be","will","voice","that","and"
1e+06,"sudden","a","of","all","then","and"
1e+06,"heart","your","all","with","then","and"
1e+06,"goal","calorie","her","under","was","and"
1e+06,"to","forward","looking","are","we","and"
1e+06,"to","able","be","will","we","and"
1e+06,"up","you","hook","will","we","and"
1e+06,"are","us","before","lies","what","and"
1e+06,"are","you","who","know","you","and"
1e+06,"association","science","political","american","convention","annual"
1e+06,"forums","or","galleries","line","on","any"
1e+06,"to","asked","is","information","with","anyone"
1e+06,"in","not","or","paid","benefits","are"
1e+06,"you","follow","to","promise","human","are"
1e+06,"but","impulse","by","done","not","are"
1e+06,"to","position","a","in","not","are"
1e+06,"what","to","compared","matters","tiny","are"
1e+06,"me","to","this","doing","you","are"
1e+06,"than","truer","is","that","you","are"
1e+06,"and","welcome","are","you","always","as"
1e+06,"not","do","they","as","long","as"
1e+06,"out","figure","i","as","soon","as"
1e+06,"medical","is","children","glennon","cardinal","at"
1e+06,"take","and","catering","city","emerald","at"
1e+06,"me","refollow","hacked","got","i","at"
1e+06,"art","of","museum","metropolitan","the","at"
1e+06,"art","contemporary","of","museum","the","at"
1e+06,"sky","the","in","stars","the","at"
1e+06,"not","did","i","time","the","at"
1e+06,"center","medical","case","hospitals","university","at"
1e+06,"a","is","there","and","hit","base"
1e+06,"university","the","seminar","staff","program","basic"
1e+06,"a","life","with","dance","a","be"
1e+06,"everything","not","and","counts","counted","be"
1e+06,"least","the","say","to","interesting","be"
1e+06,"to","wish","you","change","the","be"
1e+06,"it","to","forward","looking","there","be"
1e+06,"end","the","in","it","worth","be"
1e+06,"own","your","that","mind","in","bear"
1e+06,"to","authorized","not","were","they","because"
1e+06,"me","following","not","are","you","because"
1e+06,"stars","the","at","up","looking","bed"
1e+06,"with","up","keep","to","trying","been"
1e+06,"to","chance","a","had","i","before"
1e+06,"compared","matters","tiny","are","us","before"
1e+06,"today","start","can","anyone","but","beginning"
1e+06,"like","lot","a","look","to","beginning"
1e+06,"before","lies","what","and","us","behind"
1e+06,"sight","first","at","love","in","believe"
1e+06,"follow","will","he","someday","that","believe"
1e+06,"health","in","not","or","paid","benefits"
1e+06,"is","that","all","of","day","best"
1e+06,"fm","on","am","read","one","best"
1e+06,"receive","to","than","give","to","better"
1e+06,"of","end","the","and","now","between"
1e+06,"of","form","highest","open","uninterrupted","between"
1e+06,"only","is","it","please","dream","biggest"
1e+06,"life","of","years","many","cody","birthday"
1e+06,"me","follow","you","if","day","birthday"
1e+06,"me","check","fan","nba","fans","blazer"
1e+06,"the","with","along","play","to","blog"
1e+06,"thunder","bulls","knicks","soon","up","blog"
1e+06,"the","of","middle","the","in","boat"
1e+06,"to","go","not","do","please","boston"
1e+06,"nation","regional","sub","the","of","boundaries"
1e+06,"nba","fans","blazer","and","thunder","bulls"
1e+06,"in","party","front","the","in","business"
1e+06,"small","of","series","a","by","but"
1e+06,"you","that","seeds","the","by","but"
1e+06,"to","about","not","am","i","but"
1e+06,"be","would","it","think","i","but"
1e+06,"right","it","do","you","if","but"
1e+06,"we","time","every","rising","in","but"
1e+06,"life","a","than","useful","more","but"
1e+06,"times","at","stands","he","where","but"
1e+06,"it","to","listen","and","it","buy"
1e+06,"things","small","of","series","a","by"
1e+06,"that","and","paint","means","all","by"
1e+06,"series","a","by","but","impulse","by"
1e+06,"but","reap","you","harvest","the","by"
1e+06,"pants","my","of","seat","the","by"
1e+06,"plant","you","that","seeds","the","by"
1e+06,"now","call","card","vip","express","california"
1e+06,"not","and","counts","counted","be","can"
1e+06,"drive","cannot","hate","that","do","can"
1e+06,"with","foundation","firm","a","lay","can"
1e+06,"really","is","he","when","tell","can"
1e+06,"interrupt","not","should","done","be","cannot"
1e+06,"to","want","i","if","decide","cannot"
1e+06,"love","only","hate","out","drive","cannot"
1e+06,"means","all","by","then","paint","cannot"
1e+06,"center","medical","is","children","glennon","cardinal"
1e+06,"the","throughout","pumping","continue","will","career"
1e+06,"not","does","easy","is","it","cause"
1e+06,"illinois","chicago","library","public","chicago","center"
1e+06,"public","the","in","science","for","center"
1e+06,"project","your","upload","you","if","challenge"
1e+06,"of","pair","a","win","to","chance"
1e+06,"the","to","tix","win","to","chance"
1e+06,"in","see","to","wish","you","change"
1e+06,"you","season","holiday","this","water","charity"
1e+06,"secret","some","u","dig","out","check"
1e+06,"prix","grand","isle","belle","detroit","chevrolet"
1e+06,"public","chicago","center","cultural","the","chicago"
1e+06,"so","is","name","middle","is","child"
1e+06,"and","of","ages","the","between","children"
1e+06,"atrium","the","in","prize","your","claim"
1e+06,"athletic","mall","square","penn","aspen","classes"
1e+06,"live","will","it","tree","a","climb"
1e+06,"relax","and","world","the","out","close"
1e+06,"i","life","of","years","many","cody"
1e+06,"to","way","a","with","up","come"
1e+06,"the","of","rest","the","to","compared"
1e+06,"us","within","lies","what","to","compared"
1e+06,"the","of","doctrine","the","for","congregation"
1e+06,"can","you","season","holiday","this","conservancy"
1e+06,"at","stands","he","where","but","convenience"
1e+06,"that","everything","not","and","counts","counted"
1e+06,"counts","that","everything","not","and","counts"
1e+06,"einstein","albert","counted","be","can","counts"
1e+06,"the","of","sight","lose","to","courage"
1e+06,"loyola","law","of","school","the","course"
1e+06,"to","ready","until","refrigerate","and","cover"
1e+06,"blame","to","someone","found","has","crisis"
1e+06,"chicago","library","public","chicago","center","cultural"
1e+06,"he","wish","i","ever","guy","cutest"
1e+06,"lotus","the","with","along","music","dance"
1e+06,"reap","you","harvest","the","by","day"
1e+06,"you","me","follow","you","if","day"
1e+06,"corner","the","around","just","is","day"
1e+06,"my","is","that","all","of","day"
1e+06,"my","and","woman","the","of","day"
1e+06,"i","and","life","my","of","days"
1e+06,"to","going","was","i","that","decided"
1e+06,"development","urban","and","housing","of","department"
1e+06,"view","of","point","your","on","depending"
1e+06,"her","under","was","and","for","diary"
1e+06,"the","of","rest","the","from","different"
1e+06,"an","not","is","then","excellence","do"
1e+06,"dm","follow","free","you","for","do"
1e+06,"enough","is","once","right","it","do"
1e+06,"bananas","green","buy","even","not","do"
1e+06,"up","sign","to","forget","not","do"
1e+06,"eat","will","we","go","not","do"
1e+06,"with","deal","to","have","not","do"
1e+06,"by","day","each","judge","not","do"
1e+06,"of","any","if","know","not","do"
1e+06,"hit","door","the","let","not","do"
1e+06,"be","will","he","think","not","do"
1e+06,"are","you","when","tweet","not","do"
1e+06,"you","if","me","unfollow","not","do"
1e+06,"do","you","unless","work","not","do"
1e+06,"out","drive","cannot","hate","that","do"
1e+06,"do","to","want","i","what","do"
1e+06,"done","be","to","needs","what","do"
1e+06,"to","afraid","are","you","what","do"
1e+06,"birthday","your","for","want","you","do"
1e+06,"about","talk","to","want","you","do"
1e+06,"the","for","well","bode","not","does"
1e+06,"stronger","you","makes","you","not","does"
1e+06,"when","mean","three","four","one","does"
1e+06,"with","do","to","have","that","does"
1e+06,"a","by","but","impulse","by","done"
1e+06,"a","only","is","it","please","dream"
1e+06,"he","dreamed","i","dreamed","he","dreamed"
1e+06,"i","dreamed","he","dreamed","i","dreamed"
1e+06,"you","unless","work","not","do","dreams"
1e+06,"can","love","only","hate","out","drive"
1e+06,"of","months","three","first","the","during"
1e+06,"you","harvest","the","by","day","each"
1e+06,"for","goal","in","victory","the","earn"
1e+06,"you","love","we","up","you","eat"
1e+06,"york","new","the","on","trading","electronic"
1e+06,"out","take","and","catering","city","emerald"
1e+06,"to","project","your","upload","to","encouraged"
1e+06,"let","not","do","zone","my","enter"
1e+06,"percentage","minus","or","plus","of","error"
1e+06,"follow","would","he","wish","i","ever"
1e+06,"if","but","genius","a","is","everybody"
1e+06,"counts","counted","be","can","that","everything"
1e+06,"counted","be","can","counts","that","everything"
1e+06,"act","an","not","is","then","excellence"
1e+06,"am","i","that","announce","to","excited"
1e+06,"under","was","and","for","diary","exercise"
1e+06,"recovery","full","a","make","to","expected"
1e+06,"to","now","call","card","vip","express"
1e+06,"in","victory","the","earn","to","faced"
1e+06,"again","over","all","love","in","fall"
1e+06,"time","every","rising","in","but","falling"
1e+06,"out","me","check","fan","nba","fans"
1e+06,"vegas","las","in","loathing","and","fear"
1e+06,"from","calories","percent","sodium","mg","fiber"
1e+06,"block","log","ela","read","sequential","file"
1e+06,"block","log","ela","write","single","file"
1e+06,"close","and","place","happy","that","find"
1e+06,"century","th","the","of","half","first"
1e+06,"win","to","chance","a","for","follow"
1e+06,"for","goal","my","thats","me","follow"
1e+06,"happy","me","make","you","me","follow"
1e+06,"great","a","is","messaging","text","follow"
1e+06,"in","built","pool","with","home","foot"
1e+06,"work","hard","your","of","all","for"
1e+06,"half","a","and","hour","an","for"
1e+06,"calorie","her","under","was","and","for"
1e+06,"for","done","have","you","everything","for"
1e+06,"to","going","am","i","me","for"
1e+06,"to","able","be","to","me","for"
1e+06,"community","the","of","profit","pips","for"
1e+06,"interest","public","the","in","science","for"
1e+06,"faith","the","of","doctrine","the","for"
1e+06,"you","are","how","follow","the","for"
1e+06,"so","or","year","past","the","for"
1e+06,"life","her","of","rest","the","for"
1e+06,"to","forward","looking","rt","the","for"
1e+06,"great","a","have","rts","the","for"
1e+06,"a","in","year","third","the","for"
1e+06,"one","just","is","it","today","for"
1e+06,"video","tnt","on","games","tonights","for"
1e+06,"of","keyword","the","use","please","forums"
1e+06,"for","thanks","tweets","your","to","forward"
1e+06,"place","hopeless","a","in","love","found"
1e+06,"sung","its","when","mean","three","four"
1e+06,"friday","on","down","get","gotta","friday"
1e+06,"well","as","us","follow","to","friends"
1e+06,"a","off","jump","to","were","friends"
1e+06,"grace","of","full","father","the","from"
1e+06,"friends","some","tell","fans","more","gain"
1e+06,"up","blog","video","tnt","on","games"
1e+06,"door","the","in","foot","a","get"
1e+06,"road","the","on","show","this","get"
1e+06,"for","lord","the","to","thanks","give"
1e+06,"not","do","please","boston","to","go"
1e+06,"square","penn","aspen","classes","to","go"
1e+06,"up","you","eat","will","we","go"
1e+06,"just","is","it","today","for","goal"
1e+06,"fun","much","so","be","to","going"
1e+06,"of","lot","a","get","to","going"
1e+06,"with","deal","to","have","to","going"
1e+06,"it","make","to","able","be","gonna"
1e+06,"go","to","way","long","a","got"
1e+06,"i","and","me","refollow","hacked","got"
1e+06,"games","tonights","for","picks","my","got"
1e+06,"by","done","not","are","things","great"
1e+06,"never","in","not","is","glory","greatest"
1e+06,"doing","is","life","in","pleasure","greatest"
1e+06,"of","rate","annual","an","at","grew"
1e+06,"mine","as","good","as","is","guess"
1e+06,"there","be","to","had","you","guess"
1e+06,"would","he","wish","i","ever","guy"
1e+06,"i","account","new","my","follow","guys"
1e+06,"follow","i","and","me","refollow","hacked"
1e+06,"on","deciding","time","hard","a","had"
1e+06,"a","with","of","record","a","had"
1e+06,"was","he","what","idea","no","had"
1e+06,"life","my","of","time","the","had"
1e+06,"time","the","all","me","to","happens"
1e+06,"of","years","many","cody","birthday","happy"
1e+06,"friend","best","my","to","birthday","happy"
1e+06,"birthday","happy","you","to","birthday","happy"
1e+06,"the","out","close","and","place","happy"
1e+06,"the","may","day","wars","star","happy"
1e+06,"to","tempted","always","am","i","hard"
1e+06,"we","people","the","remember","to","hard"
1e+06,"the","by","but","reap","you","harvest"
1e+06,"in","degree","is","bachelor","a","has"
1e+06,"my","of","one","been","always","has"
1e+06,"percent","of","level","alcohol","an","has"
1e+06,"time","of","test","the","stood","has"
1e+06,"only","hate","out","drive","cannot","hate"
1e+06,"that","do","can","love","only","hate"
1e+06,"game","the","hate","player","the","hate"
1e+06,"you","to","it","break","to","hate"
1e+06,"along","play","to","blog","a","have"
1e+06,"of","lot","a","getting","been","have"
1e+06,"of","lot","a","spending","been","have"
1e+06,"time","long","a","waiting","been","have"
1e+06,"with","do","to","something","had","have"
1e+06,"to","blog","a","have","to","have"
1e+06,"in","day","a","work","to","have"
1e+06,"from","prize","tier","a","won","have"
1e+06,"is","he","when","tell","can","he"
1e+06,"of","part","big","a","is","he"
1e+06,"job","great","a","done","is","he"
1e+06,"someday","that","believe","i","is","he"
1e+06,"me","lovz","he","me","lovz","he"
1e+06,"challenge","of","times","at","stands","he"
1e+06,"comfort","of","moments","in","stands","he"
1e+06,"that","say","to","on","went","he"
1e+06,"crisis","a","in","smiles","who","he"
1e+06,"neversaynever","back","me","follow","will","he"
1e+06,"my","thats","me","follow","would","he"
1e+06,"if","surprised","be","not","would","he"
1e+06,"benefits","are","ways","many","how","healthcare"
1e+06,"say","you","within","voice","a","hear"
1e+06,"hard","is","life","sigh","somebody","hear"
1e+06,"a","off","jack","uncle","your","helping"
1e+06,"yu","sent","i","that","know","her"
1e+06,"me","call","number","my","is","here"
1e+06,"to","had","he","what","is","here"
1e+06,"do","i","age","my","at","him"
1e+06,"throughout","pumping","continue","will","career","his"
1e+06,"base","a","is","there","and","hit"
1e+06,"park","the","of","out","it","hit"
1e+06,"my","in","place","special","a","hold"
1e+06,"a","than","useful","more","but","honorable"
1e+06,"of","part","a","be","to","honored"
1e+06,"to","able","be","will","you","hope"
1e+06,"to","able","be","will","i","hopefully"
1e+06,"committee","reform","government","and","oversight","house"
1e+06,"to","going","you","are","long","how"
1e+06,"paid","benefits","are","ways","many","how"
1e+06,"hath","who","god","is","powerful","how"
1e+06,"follow","and","me","inspire","you","how"
1e+06,"said","defazio","edward","prosecutor","county","hudson"
1e+06,"back","you","follow","to","promise","human"
1e+06,"states","united","the","of","society","humane"
1e+06,"to","forward","looking","already","am","i"
1e+06,"ask","to","tempted","always","am","i"
1e+06,"that","say","to","delighted","am","i"
1e+06,"i","what","exactly","doing","am","i"
1e+06,"of","state","a","in","am","i"
1e+06,"but","this","on","late","am","i"
1e+06,"world","this","of","not","am","i"
1e+06,"to","type","the","not","am","i"
1e+06,"for","hunt","the","on","am","i"
1e+06,"of","verge","the","on","am","i"
1e+06,"know","i","and","sexy","am","i"
1e+06,"of","tired","and","sick","am","i"
1e+06,"is","it","glad","so","am","i"
1e+06,"to","used","getting","still","am","i"
1e+06,"you","of","most","sure","am","i"
1e+06,"will","he","someday","that","believe","i"
1e+06,"win","will","we","that","believe","i"
1e+06,"to","how","out","figure","can","i"
1e+06,"not","did","i","believe","cannot","i"
1e+06,"to","how","out","figure","cannot","i"
1e+06,"for","asked","have","not","could","i"
1e+06,"and","ahead","go","to","decided","i"
1e+06,"to","time","have","not","did","i"
1e+06,"for","much","care","not","do","i"
1e+06,"green","buy","even","not","do","i"
1e+06,"dreamed","i","dreamed","he","dreamed","i"
1e+06,"well","as","might","i","figured","i"
1e+06,"ask","u","if","back","follow","i"
1e+06,"and","me","refollow","hacked","got","i"
1e+06,"tonights","for","picks","my","got","i"
1e+06,"about","worry","to","nothing","had","i"
1e+06,"of","out","get","to","had","i"
1e+06,"storms","hate","i","storms","hate","i"
1e+06,"to","it","break","to","hate","i"
1e+06,"to","try","people","when","hate","i"
1e+06,"about","feeling","good","a","have","i"
1e+06,"to","way","long","a","have","i"
1e+06,"part","a","been","ever","have","i"
1e+06,"to","chance","a","had","have","i"
1e+06,"to","opportunity","the","had","have","i"
1e+06,"to","trying","been","just","have","i"
1e+06,"a","in","posted","not","have","i"
1e+06,"for","respect","much","so","have","i"
1e+06,"to","able","be","to","have","i"
1e+06,"is","life","sigh","somebody","hear","i"
1e+06,"to","able","be","to","hope","i"
1e+06,"with","love","in","fell","instantly","i"
1e+06,"you","tell","to","wanted","just","i"
1e+06,"to","going","am","i","know","i"
1e+06,"it","make","can","i","know","i"
1e+06,"her","love","i","her","love","i"
1e+06,"heart","my","all","with","love","i"
1e+06,"inspire","you","how","you","love","i"
