"freq","word5","word4","word3","word2","word1"
1e+06,"at","stands","he","where","but"
1e+06,"to","listen","and","it","buy"
1e+06,"of","group","small","a","by"
1e+06,"and","paint","means","all","by"
1e+06,"a","by","but","impulse","by"
1e+06,"reap","you","harvest","the","by"
1e+06,"of","department","ohio","the","by"
1e+06,"you","that","seeds","the","by"
1e+06,"einstein","albert","counted","be","can"
1e+06,"and","counts","counted","be","can"
1e+06,"day","a","made","be","can"
1e+06,"the","for","said","be","can"
1e+06,"cannot","hate","that","do","can"
1e+06,"foundation","firm","a","lay","can"
1e+06,"much","so","do","only","can"
1e+06,"me","tell","please","someone","can"
1e+06,"is","he","when","tell","can"
1e+06,"of","age","the","at","cancer"
1e+06,"not","should","done","be","cannot"
1e+06,"the","for","said","be","cannot"
1e+06,"not","did","i","believe","cannot"
1e+06,"only","hate","out","drive","cannot"
1e+06,"all","by","then","paint","cannot"
1e+06,"center","medical","regional","health","capital"
1e+06,"of","block","the","in","car"
1e+06,"join","to","now","call","card"
1e+06,"medical","is","children","glennon","cardinal"
1e+06,"you","with","share","to","cards"
1e+06,"throughout","pumping","continue","will","career"
1e+06,"kick","carter","dylan","run","carter"
1e+06,"church","catholic","the","of","catechism"
1e+06,"does","easy","is","it","cause"
1e+06,"chicago","library","public","chicago","center"
1e+06,"the","in","science","for","center"
1e+06,"of","study","the","for","center"
1e+06,"your","upload","you","if","challenge"
1e+06,"see","to","wish","you","change"
1e+06,"property","stolen","receiving","with","charged"
1e+06,"season","holiday","this","water","charity"
1e+06,"if","see","to","back","check"
1e+06,"you","thank","out","it","check"
1e+06,"some","u","dig","out","check"
1e+06,"grand","isle","belle","detroit","chevrolet"
1e+06,"illinois","chicago","library","public","chicago"
1e+06,"chicago","center","cultural","the","chicago"
1e+06,"is","name","middle","is","child"
1e+06,"of","age","the","under","children"
1e+06,"may","they","where","fall","chips"
1e+06,"immigrants","illegal","young","for","citizenship"
1e+06,"out","take","and","catering","city"
1e+06,"the","in","prize","your","claim"
1e+06,"mall","square","penn","aspen","classes"
1e+06,"will","it","tree","a","climb"
1e+06,"of","end","the","to","close"
1e+06,"around","low","a","with","cloudy"
1e+06,"life","of","years","many","cody"
1e+06,"no","prospect","star","four","com"
1e+06,"with","face","to","face","come"
1e+06,"of","end","the","at","coming"
1e+06,"few","a","in","out","coming"
1e+06,"us","see","to","out","coming"
1e+06,"within","lies","what","to","compared"
1e+06,"of","direction","the","in","confidently"
1e+06,"of","class","the","to","congratulations"
1e+06,"plane","of","change","service","connecting"
1e+06,"world","the","throughout","pumping","continue"
1e+06,"stands","he","where","but","convenience"
1e+06,"association","science","political","american","convention"
1e+06,"attorney","is","state","county","cook"
1e+06,"for","pan","the","in","cool"
1e+06,"be","could","worse","be","could"
1e+06,"team","nba","an","beat","could"
1e+06,"way","long","a","go","could"
1e+06,"everything","not","and","counts","counted"
1e+06,"that","everything","not","and","counts"
1e+06,"albert","counted","be","can","counts"
1e+06,"office","is","attorney","district","county"
1e+06,"said","defazio","edward","prosecutor","county"
1e+06,"of","sight","lose","to","courage"
1e+06,"to","going","am","i","course"
1e+06,"law","of","school","the","course"
1e+06,"appeals","of","court","the","court"
1e+06,"due","is","credit","where","credit"
1e+06,"to","someone","found","has","crisis"
1e+06,"library","public","chicago","center","cultural"
1e+06,"good","a","with","up","curling"
1e+06,"of","midst","the","in","currently"
1e+06,"wish","i","ever","guy","cutest"
1e+06,"the","with","along","music","dance"
1e+06,"you","harvest","the","by","day"
1e+06,"you","of","many","how","day"
1e+06,"me","follow","you","if","day"
1e+06,"the","around","just","is","day"
1e+06,"is","that","all","of","day"
1e+06,"and","woman","the","of","day"
1e+06,"plans","your","are","what","day"
1e+06,"roses","and","wine","of","days"
1e+06,"of","death","the","with","deal"
1e+06,"old","year","a","of","death"
1e+06,"name","his","give","to","declined"
1e+06,"to","want","not","do","definitely"
1e+06,"of","university","the","from","degree"
1e+06,"urban","and","housing","of","department"
1e+06,"of","point","your","on","depending"
1e+06,"of","kind","what","on","depends"
1e+06,"of","efforts","best","the","despite"
1e+06,"in","furniture","finding","for","device"
1e+06,"under","was","and","for","diary"
1e+06,"kid","wimpy","a","of","diary"
1e+06,"would","i","think","i","did"
1e+06,"to","try","even","not","did"
1e+06,"was","there","think","not","did"
1e+06,"job","great","a","such","did"
1e+06,"of","rest","the","from","different"
1e+06,"not","is","then","excellence","do"
1e+06,"follow","free","you","for","do"
1e+06,"is","once","right","it","do"
1e+06,"way","right","the","it","do"
1e+06,"a","get","to","it","do"
1e+06,"what","know","always","not","do"
1e+06,"have","they","believe","not","do"
1e+06,"green","buy","even","not","do"
1e+06,"the","into","fall","not","do"
1e+06,"is","there","forget","not","do"
1e+06,"will","we","go","not","do"
1e+06,"day","each","judge","not","do"
1e+06,"seuss","dr","mind","not","do"
1e+06,"the","all","miss","not","do"
1e+06,"chance","a","stand","not","do"
1e+06,"you","when","tweet","not","do"
1e+06,"to","us","want","not","do"
1e+06,"you","unless","work","not","do"
1e+06,"drive","cannot","hate","that","do"
1e+06,"way","right","the","things","do"
1e+06,"here","from","go","we","do"
1e+06,"be","to","needs","what","do"
1e+06,"often","very","happen","not","does"
1e+06,"way","any","in","not","does"
1e+06,"you","makes","you","not","does"
1e+06,"mean","three","four","one","does"
1e+06,"do","to","have","that","does"
1e+06,"on","up","juiced","is","dogg"
1e+06,"things","right","the","all","doing"
1e+06,"you","are","how","well","doing"
1e+06,"by","but","impulse","by","done"
1e+06,"and","points","with","double","double"
1e+06,"stairs","of","flight","a","down"
1e+06,"year","a","from","percent","down"
1e+06,"only","is","it","please","dream"
1e+06,"dreamed","i","dreamed","he","dreamed"
1e+06,"unless","work","not","do","dreams"
1e+06,"love","only","hate","out","drive"
1e+06,"of","face","the","off","dropped"
1e+06,"of","nature","the","to","due"
1e+06,"months","three","first","the","during"
1e+06,"the","of","middle","the","during"
1e+06,"of","half","second","the","during"
1e+06,"harvest","the","by","day","each"
1e+06,"goal","in","victory","the","earn"
1e+06,"degree","is","master","a","earned"
1e+06,"it","make","not","does","easy"
1e+06,"love","we","up","you","eat"
1e+06,"new","the","on","trading","electronic"
1e+06,"take","and","catering","city","emerald"
1e+06,"project","your","upload","to","encouraged"
1e+06,"lasts","it","while","it","enjoy"
1e+06,"it","of","minute","every","enjoyed"
1e+06,"not","do","zone","my","enter"
1e+06,"minus","or","plus","of","error"
1e+06,"of","point","the","to","even"
1e+06,"to","comes","it","when","even"
1e+06,"have","i","then","since","ever"
1e+06,"up","wake","i","morning","every"
1e+06,"but","genius","a","is","everybody"
1e+06,"to","power","his","in","everything"
1e+06,"to","power","their","in","everything"
1e+06,"be","can","counts","that","everything"
1e+06,"with","wrong","is","that","everything"
1e+06,"knew","you","thought","you","everything"
1e+06,"an","not","is","then","excellence"
1e+06,"to","able","be","to","excited"
1e+06,"was","and","for","diary","exercise"
1e+06,"on","discounts","great","offers","express"
1e+06,"now","call","card","vip","express"
1e+06,"victory","the","earn","to","faced"
1e+06,"over","all","love","in","fall"
1e+06,"every","rising","in","but","falling"
1e+06,"rt","out","me","check","fan"
1e+06,"me","check","fan","nba","fans"
1e+06,"of","block","the","in","feb"
1e+06,"to","going","am","i","feeling"
1e+06,"i","when","get","i","feeling"
1e+06,"calories","percent","sodium","mg","fiber"
1e+06,"well","as","might","i","figured"
1e+06,"log","ela","read","sequential","file"
1e+06,"log","ela","write","single","file"
1e+06,"seen","ever","have","i","films"
1e+06,"to","how","out","figured","finally"
1e+06,"and","place","happy","that","find"
1e+06,"bricks","the","with","foundation","firm"
1e+06,"year","the","of","race","first"
1e+06,"to","listened","i","time","first"
1e+06,"ask","u","if","back","follow"
1e+06,"to","chance","a","for","follow"
1e+06,"goal","my","thats","me","follow"
1e+06,"iloveyou","me","tweet","me","follow"
1e+06,"me","make","you","me","follow"
1e+06,"a","is","messaging","text","follow"
1e+06,"can","we","so","us","follow"
1e+06,"of","end","the","by","followers"
1e+06,"of","footsteps","the","in","following"
1e+06,"to","forward","looking","me","following"
1e+06,"the","on","putt","birdie","foot"
1e+06,"two","or","night","a","for"
1e+06,"time","long","really","a","for"
1e+06,"home","family","single","a","for"
1e+06,"reasons","right","the","all","for"
1e+06,"reasons","wrong","the","all","for"
1e+06,"her","under","was","and","for"
1e+06,"may","this","inconvenience","any","for"
1e+06,"time","of","length","any","for"
1e+06,"you","are","how","asking","for"
1e+06,"dinner","and","lunch","breakfast","for"
1e+06,"us","with","in","checking","for"
1e+06,"aerialist","lynch","robin","following","for"
1e+06,"plans","the","know","i","for"
1e+06,"law","in","mother","my","for"
1e+06,"than","other","reason","no","for"
1e+06,"play","power","the","on","for"
1e+06,"the","of","profit","pips","for"
1e+06,"public","the","in","science","for"
1e+06,"about","news","the","sharing","for"
1e+06,"the","of","doctrine","the","for"
1e+06,"at","back","ff","the","for"
1e+06,"not","do","i","the","for"
1e+06,"years","five","last","the","for"
1e+06,"a","have","rts","the","for"
1e+06,"tnt","on","games","tonights","for"
1e+06,"half","a","and","two","for"
1e+06,"in","believe","you","what","for"
1e+06,"touchdown","a","and","yards","for"
1e+06,"dm","follow","free","you","for"
1e+06,"from","came","you","where","forget"
1e+06,"romney","mitt","gov","massachusetts","former"
1e+06,"santorum","rick","sen","pennsylvania","former"
1e+06,"keyword","the","use","please","forums"
1e+06,"success","all","to","key","foundational"
1e+06,"its","when","mean","three","four"
1e+06,"all","on","shipping","ground","free"
1e+06,"success","to","approach","market","free"
1e+06,"coffee","roast","premium","small","free"
1e+06,"left","seconds","with","throws","free"
1e+06,"air","bel","of","prince","fresh"
1e+06,"off","jump","to","were","friends"
1e+06,"age","young","very","a","from"
1e+06,"as","away","far","as","from"
1e+06,"be","will","i","now","from"
1e+06,"of","full","father","the","from"
1e+06,"the","of","site","the","from"
1e+06,"view","of","point","their","from"
1e+06,"be","will","we","today","from"
1e+06,"back","the","in","party","front"
1e+06,"high","chest","to","thigh","ft"
1e+06,"some","tell","fans","more","gain"
1e+06,"day","a","water","of","gallons"
1e+06,"time","first","the","for","game"
1e+06,"series","world","the","of","game"
1e+06,"blog","video","tnt","on","games"
1e+06,"to","chance","the","me","gave"
1e+06,"at","look","closer","a","get"
1e+06,"the","in","foot","a","get"
1e+06,"the","on","show","this","get"
1e+06,"other","each","know","to","get"
1e+06,"other","each","see","to","get"
1e+06,"life","a","make","we","get"
1e+06,"me","follow","to","you","get"
1e+06,"flowing","juices","creative","your","get"
1e+06,"do","to","else","someone","getting"
1e+06,"surely","but","slowly","there","getting"
1e+06,"thorns","and","fire","of","girl"
1e+06,"to","option","the","you","give"
1e+06,"to","chance","a","me","gives"
1e+06,"to","opportunity","the","me","gives"
1e+06,"you","from","hear","to","glad"
1e+06,"center","medical","is","children","glennon"
1e+06,"never","in","not","is","glory"
1e+06,"do","please","boston","to","go"
1e+06,"penn","aspen","classes","to","go"
1e+06,"to","lengths","great","to","go"
1e+06,"you","eat","will","we","go"
1e+06,"is","it","today","for","goal"
1e+06,"to","us","called","has","god"
1e+06,"to","as","far","so","going"
1e+06,"of","full","be","to","going"
1e+06,"of","care","take","to","going"
1e+06,"store","grocery","the","to","going"
1e+06,"to","way","long","a","got"
1e+06,"and","me","refollow","hacked","got"
1e+06,"tonights","for","picks","my","got"
1e+06,"in","world","whole","the","got"
1e+06,"eat","to","bite","a","grab"
1e+06,"family","the","with","day","great"
1e+06,"responsibility","great","comes","power","great"
1e+06,"in","not","is","glory","greatest"
1e+06,"is","life","in","pleasure","greatest"
1e+06,"rate","annual","an","at","grew"
1e+06,"as","good","as","is","guess"
1e+06,"be","to","had","you","guess"
1e+06,"their","about","blogging","girls","gutsy"
1e+06,"he","wish","i","ever","guy"
1e+06,"account","new","my","follow","guys"
1e+06,"i","and","me","refollow","hacked"
1e+06,"on","impact","huge","a","had"
1e+06,"since","while","a","been","had"
1e+06,"about","worry","to","nothing","had"
1e+06,"of","one","be","to","happens"
1e+06,"the","all","me","to","happens"
1e+06,"it","know","you","and","happy"
1e+06,"years","many","cody","birthday","happy"
1e+06,"out","close","and","place","happy"
1e+06,"tempted","always","am","i","hard"
1e+06,"to","where","know","to","hard"
1e+06,"words","into","put","to","hard"
1e+06,"by","but","reap","you","harvest"
1e+06,"of","one","been","always","has"
1e+06,"of","level","alcohol","an","has"
1e+06,"to","due","cancelled","been","has"
1e+06,"the","of","made","been","has"
1e+06,"with","love","in","fallen","has"
1e+06,"blame","to","someone","found","has"
1e+06,"life","your","in","happened","has"
1e+06,"with","do","to","less","has"
1e+06,"to","up","lived","not","has"
1e+06,"of","test","the","stood","has"
1e+06,"time","same","the","at","hate"
1e+06,"hate","out","drive","cannot","hate"
1e+06,"do","can","love","only","hate"
1e+06,"storms","hate","i","storms","hate"
1e+06,"the","hate","player","the","hate"
1e+06,"to","it","break","to","hate"
1e+06,"to","try","people","when","hate"
1e+06,"page","fan","facebook","a","have"
1e+06,"on","going","lot","a","have"
1e+06,"do","to","better","anything","have"
1e+06,"of","number","a","been","have"
1e+06,"lot","a","getting","been","have"
1e+06,"lot","a","spending","been","have"
1e+06,"long","a","waiting","been","have"
1e+06,"of","lot","a","done","have"
1e+06,"of","ton","a","got","have"
1e+06,"to","trying","been","just","have"
1e+06,"deal","great","a","learned","have"
1e+06,"to","time","of","lots","have"
1e+06,"than","common","in","more","have"
1e+06,"to","around","gotten","not","have"
1e+06,"a","in","posted","not","have"
1e+06,"of","any","read","not","have"
1e+06,"for","respect","much","so","have"
1e+06,"ever","birthday","best","the","have"
1e+06,"with","satisfied","be","to","have"
1e+06,"out","them","check","to","have"
1e+06,"be","to","out","turned","have"
1e+06,"prize","tier","a","won","have"
1e+06,"time","hard","really","a","having"
1e+06,"he","when","tell","can","he"
1e+06,"job","great","a","did","he"
1e+06,"he","dreamed","i","dreamed","he"
1e+06,"to","plans","no","has","he"
1e+06,"to","able","been","is","he"
1e+06,"that","believe","i","is","he"
1e+06,"to","trying","not","is","he"
1e+06,"way","his","on","is","he"
1e+06,"trouble","in","really","is","he"
1e+06,"of","son","the","is","he"
1e+06,"lovz","he","me","lovz","he"
1e+06,"me","tell","to","proceeded","he"
1e+06,"not","does","he","says","he"
1e+06,"of","times","at","stands","he"
1e+06,"of","moments","in","stands","he"
1e+06,"of","son","a","was","he"
1e+06,"sentenced","and","convicted","was","he"
1e+06,"to","going","probably","was","he"
1e+06,"a","in","smiles","who","he"
1e+06,"back","me","follow","will","he"
1e+06,"they","are","what","ins","health"
1e+06,"are","ways","many","how","healthcare"
1e+06,"you","within","voice","a","hear"
1e+06,"is","life","sigh","somebody","hear"
1e+06,"and","garlic","the","add","heat"
1e+06,"word","the","spread","us","helping"
1e+06,"off","jack","uncle","your","helping"
1e+06,"to","want","just","i","here"
1e+06,"you","tell","will","i","here"
1e+06,"i","card","the","is","here"
1e+06,"to","sure","be","everyone","hey"
1e+06,"i","age","my","at","him"
1e+06,"to","back","go","to","him"
1e+06,"precise","artist","recording","hop","hip"
1e+06,"pumping","continue","will","career","his"
1e+06,"single","out","two","a","hit"
1e+06,"a","by","killed","and","hit"
1e+06,"a","is","there","and","hit"
1e+06,"the","of","out","it","hit"
1e+06,"the","on","head","my","hit"
1e+06,"in","place","special","a","hold"
1e+06,"you","if","me","at","holla"
1e+06,"in","built","pool","with","home"
1e+06,"than","useful","more","but","honorable"
1e+06,"of","lots","see","to","hope"
1e+06,"to","able","be","to","hoped"
1e+06,"night","a","sleep","of","hours"
1e+06,"reform","government","and","oversight","house"
1e+06,"boehner","a","john","speaker","house"
1e+06,"to","supposed","you","are","how"
1e+06,"be","would","it","difficult","how"
1e+06,"be","it","can","hard","how"
1e+06,"benefits","are","ways","many","how"
1e+06,"little","how","or","much","how"
1e+06,"to","mean","they","much","how"
1e+06,"who","god","is","powerful","how"
1e+06,"of","care","take","to","how"
1e+06,"and","me","inspire","you","how"
1e+06,"seconds","every","mp","and","hp"
1e+06,"defazio","edward","prosecutor","county","hudson"
1e+06,"you","follow","to","promise","human"
1e+06,"dollars","of","billions","of","hundreds"
1e+06,"much","so","have","always","i"
1e+06,"of","kind","actually","am","i"
1e+06,"forward","looking","already","am","i"
1e+06,"for","excited","also","am","i"
1e+06,"to","tempted","always","am","i"
1e+06,"to","willing","always","am","i"
1e+06,"fingers","my","crossing","am","i"
1e+06,"am","i","dirty","am","i"
1e+06,"what","exactly","doing","am","i"
1e+06,"to","close","getting","am","i"
1e+06,"now","right","in","am","i"
1e+06,"you","telling","just","am","i"
1e+06,"to","likely","more","am","i"
1e+06,"of","proud","most","am","i"
1e+06,"you","ignoring","not","am","i"
1e+06,"to","likely","not","am","i"
1e+06,"this","of","not","am","i"
1e+06,"to","going","only","am","i"
1e+06,"a","out","putting","am","i"
1e+06,"in","interested","really","am","i"
1e+06,"to","close","so","am","i"
1e+06,"of","out","so","am","i"
1e+06,"of","definition","the","am","i"
1e+06,"way","our","on","are","i"
1e+06,"trap","the","in","beez","i"
1e+06,"he","someday","that","believe","i"
1e+06,"of","bunch","a","bought","i"
1e+06,"to","used","get","can","i"
1e+06,"you","tell","only","can","i"
1e+06,"of","care","take","can","i"
1e+06,"long","that","wait","can","i"
1e+06,"to","begin","even","cannot","i"
1e+06,"to","pretend","not","do","i"
1e+06,"i","so","not","do","i"
1e+06,"up","wake","not","do","i"
1e+06,"i","dreamed","he","dreamed","i"
1e+06,"a","such","like","feel","i"
1e+06,"as","might","i","figured","i"
1e+06,"be","would","it","figured","i"
1e+06,"to","unable","myself","find","i"
1e+06,"to","wanting","myself","find","i"
1e+06,"be","to","him","found","i"
1e+06,"on","hands","my","get","i"
1e+06,"call","phone","a","got","i"
1e+06,"me","refollow","hacked","got","i"
1e+06,"for","picks","my","got","i"
1e+06,"fortune","good","the","had","i"
1e+06,"with","deal","to","had","i"
1e+06,"of","idea","the","hate","i"
1e+06,"to","chance","a","have","i"
1e+06,"in","degree","a","have","i"
1e+06,"of","kind","been","have","i"
1e+06,"of","part","been","have","i"
1e+06,"with","toying","been","have","i"
1e+06,"with","her","coloured","have","i"
1e+06,"love","in","fallen","have","i"
1e+06,"of","plenty","had","have","i"
1e+06,"for","hopes","high","have","i"
1e+06,"to","not","learned","have","i"
1e+06,"for","sympathy","no","have","i"
1e+06,"to","listened","not","have","i"
1e+06,"do","to","work","have","i"
1e+06,"life","sigh","somebody","hear","i"
1e+06,"love","in","fell","instantly","i"
1e+06,"a","give","dont","just","i"
1e+06,"love","in","fell","just","i"
1e+06,"the","with","go","just","i"
1e+06,"to","somebody","need","just","i"
1e+06,"not","do","really","just","i"
1e+06,"of","bunch","a","know","i"
1e+06,"are","you","who","know","i"
1e+06,"way","hard","the","learned","i"
1e+06,"much","so","you","like","i"
1e+06,"nails","my","painting","love","i"
1e+06,"my","all","with","love","i"
1e+06,"to","choice","a","made","i"
1e+06,"to","able","be","may","i"
1e+06,"much","so","them","miss","i"
1e+06,"to","all","it","owe","i"
1e+06,"of","lot","a","put","i"
1e+06,"of","couple","a","read","i"
1e+06,"is","it","think","really","i"
1e+06,"dad","my","telling","remember","i"
1e+06,"to","right","the","reserve","i"
1e+06,"are","you","that","see","i"
1e+06,"be","even","not","should","i"
1e+06,"breath","deep","a","take","i"
1e+06,"point","this","at","think","i"
1e+06,"us","of","many","think","i"
1e+06,"are","they","that","think","i"
1e+06,"thing","same","the","thought","i"
1e+06,"my","at","him","told","i"
1e+06,"to","not","you","told","i"
1e+06,"breath","deep","a","took","i"
1e+06,"to","listening","been","ve","i"
1e+06,"to","up","been","ve","i"
1e+06,"lot","a","spent","ve","i"
1e+06,"somebody","with","dance","wanna","i"
1e+06,"out","figure","to","want","i"
1e+06,"to","going","also","was","i"
1e+06,"to","enough","cool","was","i"
1e+06,"good","pretty","feeling","was","i"
1e+06,"school","grad","in","was","i"
1e+06,"hard","so","laughing","was","i"
1e+06,"for","prepared","not","was","i"
1e+06,"about","worried","really","was","i"
1e+06,"to","tired","too","was","i"
1e+06,"of","lot","a","watch","i"
1e+06,"to","it","add","will","i"
1e+06,"to","interested","be","will","i"
1e+06,"out","something","figure","will","i"
1e+06,"to","who","know","will","i"
1e+06,"up","end","probably","will","i"
1e+06,"and","well","you","wish","i"
1e+06,"to","curious","be","would","i"
1e+06,"to","tempted","be","would","i"
1e+06,"and","ahead","go","would","i"
1e+06,"i","if","have","would","i"
1e+06,"like","much","very","would","i"
1e+06,"on","going","was","what","idea"
1e+06,"to","trying","was","he","if"
1e+06,"to","you","asked","i","if"
1e+06,"would","it","was","it","if"
1e+06,"hand","other","the","on","if"
1e+06,"not","did","i","only","if"
1e+06,"to","wanted","really","they","if"
1e+06,"to","going","were","they","if"
1e+06,"not","do","wrongs","two","if"
1e+06,"to","happen","do","you","if"
1e+06,"along","lost","get","you","if"
1e+06,"there","sit","just","you","if"
1e+06,"on","out","missed","you","if"
1e+06,"this","reading","re","you","if"
1e+06,"to","people","want","you","if"
1e+06,"one","only","the","not","im"
1e+06,"series","a","by","but","impulse"
1e+06,"found","has","crisis","a","in"
1e+06,"one","best","sentence","a","in"
1e+06,"of","amount","short","a","in"
1e+06,"sizes","and","shapes","all","in"
1e+06,"of","height","the","at","in"
1e+06,"minute","last","the","at","in"
1e+06,"not","do","i","case","in"
1e+06,"you","of","some","case","in"
1e+06,"the","on","trading","electronic","in"
1e+06,"design","environmental","and","energy","in"
1e+06,"ways","many","in","fact","in"
1e+06,"haul","long","the","for","in"
1e+06,"are","what","ins","health","in"
1e+06,"it","win","to","it","in"
1e+06,"bail","million","of","lieu","in"
1e+06,"time","the","all","love","in"
1e+06,"the","of","parts","many","in"
1e+06,"own","your","that","mind","in"
1e+06,"i","life","next","my","in"
1e+06,"in","but","falling","never","in"
1e+06,"floor","ground","the","on","in"
1e+06,"hook","from","ch","rd","in"
1e+06,"we","time","every","rising","in"
1e+06,"the","of","part","that","in"
1e+06,"of","interest","best","the","in"
1e+06,"carolina","south","conway","the","in"
1e+06,"century","th","early","the","in"
1e+06,"months","six","first","the","in"
1e+06,"in","party","front","the","in"
1e+06,"corner","right","lower","the","in"
1e+06,"out","check","meantime","the","in"
1e+06,"to","according","nation","the","in"
1e+06,"time","of","nick","the","in"
1e+06,"of","part","southern","the","in"
1e+06,"on","working","studio","the","in"
1e+06,"of","percent","top","the","in"
1e+06,"that","event","unlikely","the","in"
1e+06,"gallery","stamps","waltzingmouse","the","in"
1e+06,"one","plus","ten","top","indie"
1e+06,"of","hall","the","into","inducted"
1e+06,"god","of","kingdom","the","inherit"
1e+06,"me","follow","and","me","inspire"
1e+06,"the","for","columnist","a","is"
1e+06,"if","but","genius","a","is"
1e+06,"of","part","key","a","is"
1e+06,"the","at","light","a","is"
1e+06,"of","full","room","a","is"
1e+06,"to","price","small","a","is"
1e+06,"the","of","innocent","actually","is"
1e+06,"games","and","fun","all","is"
1e+06,"of","member","a","also","is"
1e+06,"do","to","right","always","is"
1e+06,"to","way","excellent","an","is"
1e+06,"not","do","i","and","is"
1e+06,"by","go","to","anything","is"
1e+06,"a","of","more","becoming","is"
1e+06,"long","too","far","been","is"
1e+06,"the","of","one","considered","is"
1e+06,"job","awesome","an","doing","is"
1e+06,"job","great","a","done","is"
1e+06,"make","not","does","easy","is"
1e+06,"battle","hard","a","fighting","is"
1e+06,"way","the","in","getting","is"
1e+06,"nerves","my","on","getting","is"
1e+06,"now","right","on","going","is"
1e+06,"it","do","you","how","is"
1e+06,"someday","that","believe","i","is"
1e+06,"of","need","desperate","in","is"
1e+06,"to","crime","a","it","is"
1e+06,"the","on","icing","just","is"
1e+06,"dplease","click","one","just","is"
1e+06,"between","difference","the","like","is"
1e+06,"so","is","name","middle","is"
1e+06,"favorite","time","all","my","is"
1e+06,"please","dream","biggest","my","is"
1e+06,"of","day","favorite","my","is"
1e+06,"me","call","number","my","is"
1e+06,"there","nor","here","neither","is"
1e+06,"to","place","better","no","is"
1e+06,"who","alive","one","no","is"
1e+06,"fits","size","one","no","is"
1e+06,"to","not","reason","no","is"
1e+06,"the","like","time","no","is"
1e+06,"knowing","of","way","no","is"
1e+06,"business","my","of","none","is"
1e+06,"time","about","it","not","is"
1e+06,"to","place","my","not","is"
1e+06,"honorable","more","only","not","is"
1e+06,"to","early","too","not","is"
1e+06,"do","can","we","nothing","is"
1e+06,"register","national","the","on","is"
1e+06,"of","part","a","only","is"
1e+06,"as","good","as","only","is"
1e+06,"to","limited","and","required","is"
1e+06,"end","the","at","retiring","is"
1e+06,"by","death","to","shot","is"
1e+06,"of","matter","a","simply","is"
1e+06,"tell","can","he","so","is"
1e+06,"city","emerald","at","specials","is"
1e+06,"to","blessing","a","such","is"
1e+06,"not","did","i","that","is"
1e+06,"ever","guy","cutest","the","is"
1e+06,"to","key","foundational","the","is"
1e+06,"that","in","fun","the","is"
1e+06,"the","of","host","the","is"
1e+06,"the","on","icing","the","is"
1e+06,"there","when","limit","the","is"
1e+06,"thing","best","next","the","is"
1e+06,"of","example","perfect","the","is"
1e+06,"life","of","spice","the","is"
1e+06,"be","to","going","there","is"
1e+06,"of","kind","some","there","is"
1e+06,"thing","a","such","there","is"
1e+06,"the","in","come","to","is"
1e+06,"in","yourself","lose","to","is"
1e+06,"there","true","than","truer","is"
1e+06,"out","figure","to","trying","is"
1e+06,"well","ends","that","well","is"
1e+06,"to","had","he","what","is"
1e+06,"to","want","i","where","is"
1e+06,"in","come","we","where","is"
1e+06,"not","do","you","why","is"
1e+06,"of","type","favorite","your","is"
1e+06,"to","way","favorite","your","is"
1e+06,"to","back","goes","all","it"
1e+06,"be","to","has","always","it"
1e+06,"it","to","listen","and","it"
1e+06,"to","forward","look","and","it"
1e+06,"time","same","the","at","it"
1e+06,"that","argued","be","can","it"
1e+06,"to","you","for","easier","it"
1e+06,"a","in","once","every","it"
1e+06,"is","it","what","for","it"
1e+06,"day","is","mother","happy","it"
1e+06,"to","about","am","i","it"
1e+06,"not","do","we","if","it"
1e+06,"of","waste","a","is","it"
1e+06,"is","what","about","is","it"
1e+06,"fault","your","all","is","it"
1e+06,"time","that","almost","is","it"
1e+06,"as","bad","as","is","it"
1e+06,"too","far","been","is","it"
1e+06,"means","no","by","is","it"
1e+06,"to","going","definitely","is","it"
1e+06,"not","does","easy","is","it"
1e+06,"to","not","impossible","is","it"
1e+06,"of","kind","just","is","it"
1e+06,"deal","big","no","is","it"
1e+06,"you","who","not","is","it"
1e+06,"is","it","raining","is","it"
1e+06,"of","kind","that","is","it"
1e+06,"of","rest","the","is","it"
1e+06,"of","sound","the","is","it"
1e+06,"to","hard","is","it","it"
1e+06,"show","to","goes","just","it"
1e+06,"to","something","have","might","it"
1e+06,"not","do","i","no","it"
1e+06,"that","authority","good","on","it"
1e+06,"enough","is","once","right","it"
1e+06,"for","tone","the","set","it"
1e+06,"no","as","come","should","it"
1e+06,"not","do","i","so","it"
1e+06,"it","put","and","up","it"
1e+06,"of","kind","a","was","it"
1e+06,"it","while","fun","was","it"
1e+06,"first","at","love","was","it"
1e+06,"to","meant","not","was","it"
1e+06,"of","size","the","was","it"
1e+06,"this","like","something","went","it"
1e+06,"for","waiting","be","will","it"
1e+06,"of","bit","a","with","it"
1e+06,"a","such","be","would","it"
1e+06,"to","up","be","would","it"
1e+06,"song","a","in","sung","its"
1e+06,"it","buy","will","i","itunes"
1e+06,"dead","the","from","rose","jesus"
1e+06,"the","by","day","each","judge"
1e+06,"ride","the","for","along","just"
1e+06,"better","and","better","gets","just"
1e+06,"keep","just","swimming","keep","just"
1e+06,"side","other","the","on","just"
1e+06,"not","do","i","say","just"
1e+06,"us","of","three","the","just"
1e+06,"of","right","the","to","just"
1e+06,"you","remind","to","wanted","just"
1e+06,"on","carry","and","calm","keep"
1e+06,"swimming","keep","just","swimming","keep"
1e+06,"toes","your","on","you","keep"
